15,267
4,6
3,10
9,14
0,14
10,12
1,3
2,8
6,11
7,10
5,6
3,6
2,4
0,4
9,13
1,5
10,14
7,9
4,7
5,8
0,3
8,10
9,12
1,4
10,13
6,9
10,12,2,5,11,10,13,0,4,12,12,2,12,14,11,0,10,3,2,13,7,1,11,0,6,10,0,13,2,12,12,7,11,1,7,1,10,6,12,11,8,2,5,6,2,4,8,4,10,12,11,1,4,13,8,8,0,10,13,4,12,11,11,2,7,8,2,0,12,14,14,11,11,6,8,1,13,0,12,11,8,10,10,8,8,12,2,7,12,9,2,1,0,2,10,1,11,1,9,1,8,6,11,13,9,13,14,8,6,6,12,12,6,14,2,0,10,8,14,2,3,1,13,10,8,2,0,9,8,2,1,13,5,13,5,1,4,5,10,8,9,5,12,11,4,5,3,7,7,8,14,7,6,7,8,2,5,1,6,12,7,8,0,1,14,11,12,3,3,12,8,12,11,8,8,5,1,10,2,12,3,5,4,12,5,8,11,5,13,8,11,7,1,0,9,5,2,13,5,2,9,6,5,11,9,8,8,12,8,8,12,6,0,3,2,7,13,2,7,5,8,13,2,9,2,9,14,0,10,9,10,11,0,2,5,11,13,2,1,11,0,13,6,3,9,8,6,5,10,6,14,0,0,10,0,9,8,3,7,14,12,7,5,14,6,13,11
0.05,0.08
