2023-11-30 11:03:53,617 INFO    StreamThr :8130 [internal.py:wandb_internal():86] W&B internal server running at pid: 8130, started at: 2023-11-30 11:03:53.617401
2023-11-30 11:03:53,618 DEBUG   HandlerThread:8130 [handler.py:handle_request():146] handle_request: status
2023-11-30 11:03:53,619 INFO    WriterThread:8130 [datastore.py:open_for_write():85] open: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231130_110353-use6rnu0/run-use6rnu0.wandb
2023-11-30 11:03:53,620 DEBUG   SenderThread:8130 [sender.py:send():380] send: header
2023-11-30 11:03:53,629 DEBUG   SenderThread:8130 [sender.py:send():380] send: run
2023-11-30 11:03:54,208 INFO    SenderThread:8130 [dir_watcher.py:__init__():211] watching files in: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231130_110353-use6rnu0/files
2023-11-30 11:03:54,208 INFO    SenderThread:8130 [sender.py:_start_run_threads():1124] run started: use6rnu0 with start time 1701338633.617745
2023-11-30 11:03:54,218 DEBUG   HandlerThread:8130 [handler.py:handle_request():146] handle_request: check_version
2023-11-30 11:03:54,219 DEBUG   SenderThread:8130 [sender.py:send_request():407] send_request: check_version
2023-11-30 11:03:54,318 DEBUG   HandlerThread:8130 [handler.py:handle_request():146] handle_request: run_start
2023-11-30 11:03:54,330 DEBUG   HandlerThread:8130 [system_info.py:__init__():32] System info init
2023-11-30 11:03:54,330 DEBUG   HandlerThread:8130 [system_info.py:__init__():47] System info init done
2023-11-30 11:03:54,330 INFO    HandlerThread:8130 [system_monitor.py:start():194] Starting system monitor
2023-11-30 11:03:54,330 INFO    SystemMonitor:8130 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-30 11:03:54,330 INFO    HandlerThread:8130 [system_monitor.py:probe():214] Collecting system info
2023-11-30 11:03:54,331 INFO    SystemMonitor:8130 [interfaces.py:start():190] Started cpu monitoring
2023-11-30 11:03:54,332 DEBUG   HandlerThread:8130 [system_info.py:probe():196] Probing system
2023-11-30 11:03:54,332 INFO    SystemMonitor:8130 [interfaces.py:start():190] Started disk monitoring
2023-11-30 11:03:54,336 INFO    SystemMonitor:8130 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-30 11:03:54,338 INFO    SystemMonitor:8130 [interfaces.py:start():190] Started memory monitoring
2023-11-30 11:03:54,338 INFO    SystemMonitor:8130 [interfaces.py:start():190] Started network monitoring
2023-11-30 11:03:54,343 DEBUG   HandlerThread:8130 [system_info.py:_probe_git():181] Probing git
2023-11-30 11:03:54,357 DEBUG   HandlerThread:8130 [system_info.py:_probe_git():189] Probing git done
2023-11-30 11:03:54,358 DEBUG   HandlerThread:8130 [system_info.py:probe():244] Probing system done
2023-11-30 11:03:54,358 DEBUG   HandlerThread:8130 [system_monitor.py:probe():223] {'os': 'macOS-14.1-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-11-30T10:03:54.332138', 'startedAt': '2023-11-30T10:03:53.613755', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MrGreyPanda/NEM-MCMC-optimization', 'commit': 'fbd92ee788cc7e929864cda042b7446acd25cf0e'}, 'email': 'simon.aaron.menzi@gmail.com', 'root': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython', 'host': 'student-net-cx-0963.intern.ethz.ch', 'username': 'simonmenzi', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 9.568424224853516}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-11-30 11:03:54,358 INFO    HandlerThread:8130 [system_monitor.py:probe():224] Finished collecting system info
2023-11-30 11:03:54,358 INFO    HandlerThread:8130 [system_monitor.py:probe():227] Publishing system info
2023-11-30 11:03:54,358 DEBUG   HandlerThread:8130 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-30 11:03:54,358 DEBUG   HandlerThread:8130 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-30 11:03:54,358 INFO    HandlerThread:8130 [system_monitor.py:probe():229] Finished publishing system info
2023-11-30 11:03:54,361 DEBUG   SenderThread:8130 [sender.py:send():380] send: files
2023-11-30 11:03:54,361 INFO    SenderThread:8130 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-30 11:03:54,364 DEBUG   HandlerThread:8130 [handler.py:handle_request():146] handle_request: stop_status
2023-11-30 11:03:54,365 DEBUG   HandlerThread:8130 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-30 11:03:54,365 DEBUG   SenderThread:8130 [sender.py:send_request():407] send_request: stop_status
