2023-12-15 13:22:04,454 INFO    StreamThr :48577 [internal.py:wandb_internal():86] W&B internal server running at pid: 48577, started at: 2023-12-15 13:22:04.454158
2023-12-15 13:22:04,455 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: status
2023-12-15 13:22:04,455 INFO    WriterThread:48577 [datastore.py:open_for_write():85] open: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/run-nor5yue2.wandb
2023-12-15 13:22:04,456 DEBUG   SenderThread:48577 [sender.py:send():380] send: header
2023-12-15 13:22:04,465 DEBUG   SenderThread:48577 [sender.py:send():380] send: run
2023-12-15 13:22:04,837 INFO    SenderThread:48577 [dir_watcher.py:__init__():211] watching files in: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/files
2023-12-15 13:22:04,837 INFO    SenderThread:48577 [sender.py:_start_run_threads():1124] run started: nor5yue2 with start time 1702642924.454108
2023-12-15 13:22:04,848 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: check_version
2023-12-15 13:22:04,848 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: check_version
2023-12-15 13:22:04,947 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: run_start
2023-12-15 13:22:04,959 DEBUG   HandlerThread:48577 [system_info.py:__init__():32] System info init
2023-12-15 13:22:04,959 DEBUG   HandlerThread:48577 [system_info.py:__init__():47] System info init done
2023-12-15 13:22:04,959 INFO    HandlerThread:48577 [system_monitor.py:start():194] Starting system monitor
2023-12-15 13:22:04,959 INFO    SystemMonitor:48577 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-15 13:22:04,960 INFO    HandlerThread:48577 [system_monitor.py:probe():214] Collecting system info
2023-12-15 13:22:04,960 DEBUG   HandlerThread:48577 [system_info.py:probe():196] Probing system
2023-12-15 13:22:04,960 INFO    SystemMonitor:48577 [interfaces.py:start():190] Started cpu monitoring
2023-12-15 13:22:04,961 INFO    SystemMonitor:48577 [interfaces.py:start():190] Started disk monitoring
2023-12-15 13:22:04,964 INFO    SystemMonitor:48577 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-15 13:22:04,967 INFO    SystemMonitor:48577 [interfaces.py:start():190] Started memory monitoring
2023-12-15 13:22:04,967 INFO    SystemMonitor:48577 [interfaces.py:start():190] Started network monitoring
2023-12-15 13:22:04,971 DEBUG   HandlerThread:48577 [system_info.py:_probe_git():181] Probing git
2023-12-15 13:22:04,985 DEBUG   HandlerThread:48577 [system_info.py:_probe_git():189] Probing git done
2023-12-15 13:22:04,985 DEBUG   HandlerThread:48577 [system_info.py:probe():244] Probing system done
2023-12-15 13:22:04,985 DEBUG   HandlerThread:48577 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-12-15T12:22:04.960828', 'startedAt': '2023-12-15T12:22:04.451561', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MrGreyPanda/NEM-MCMC-optimization', 'commit': '7ec01226000c75c62e31b97316b035c9b5aae6dc'}, 'email': 'simon.aaron.menzi@gmail.com', 'root': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython', 'host': 'student-net-bs-0321.intern.ethz.ch', 'username': 'simonmenzi', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 9.428565979003906}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-12-15 13:22:04,985 INFO    HandlerThread:48577 [system_monitor.py:probe():224] Finished collecting system info
2023-12-15 13:22:04,985 INFO    HandlerThread:48577 [system_monitor.py:probe():227] Publishing system info
2023-12-15 13:22:04,985 DEBUG   HandlerThread:48577 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-15 13:22:04,986 DEBUG   HandlerThread:48577 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-15 13:22:04,986 INFO    HandlerThread:48577 [system_monitor.py:probe():229] Finished publishing system info
2023-12-15 13:22:04,987 DEBUG   SenderThread:48577 [sender.py:send():380] send: files
2023-12-15 13:22:04,988 INFO    SenderThread:48577 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-12-15 13:22:04,991 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: stop_status
2023-12-15 13:22:04,991 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: stop_status
2023-12-15 13:22:04,992 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-15 13:22:05,222 DEBUG   SenderThread:48577 [sender.py:send():380] send: telemetry
2023-12-15 13:22:05,223 DEBUG   SenderThread:48577 [sender.py:send():380] send: exit
2023-12-15 13:22:05,223 INFO    SenderThread:48577 [sender.py:send_exit():585] handling exit code: 1
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:send_exit():587] handling runtime: 0
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:send_exit():593] send defer
2023-12-15 13:22:05,224 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: defer
2023-12-15 13:22:05,224 INFO    HandlerThread:48577 [handler.py:handle_request_defer():172] handle defer: 0
2023-12-15 13:22:05,224 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: defer
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:send_request_defer():609] handle sender defer: 0
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:transition_state():613] send defer: 1
2023-12-15 13:22:05,224 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: defer
2023-12-15 13:22:05,224 INFO    HandlerThread:48577 [handler.py:handle_request_defer():172] handle defer: 1
2023-12-15 13:22:05,224 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: defer
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:send_request_defer():609] handle sender defer: 1
2023-12-15 13:22:05,224 INFO    SenderThread:48577 [sender.py:transition_state():613] send defer: 2
2023-12-15 13:22:05,224 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: defer
2023-12-15 13:22:05,224 INFO    HandlerThread:48577 [handler.py:handle_request_defer():172] handle defer: 2
2023-12-15 13:22:05,224 INFO    HandlerThread:48577 [system_monitor.py:finish():203] Stopping system monitor
2023-12-15 13:22:05,225 INFO    HandlerThread:48577 [interfaces.py:finish():202] Joined cpu monitor
2023-12-15 13:22:05,225 DEBUG   SystemMonitor:48577 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-12-15 13:22:05,225 DEBUG   SystemMonitor:48577 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-12-15 13:22:05,225 DEBUG   SystemMonitor:48577 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-12-15 13:22:05,225 INFO    HandlerThread:48577 [interfaces.py:finish():202] Joined disk monitor
2023-12-15 13:22:05,564 INFO    wandb-upload_0:48577 [upload_job.py:push():131] Uploaded file /var/folders/pk/6hljgbr11057fzl21z_9f67h0000gn/T/tmpeiyqdfruwandb/r1sg6yy6-wandb-metadata.json
2023-12-15 13:22:05,838 INFO    Thread-12 :48577 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/files/requirements.txt
2023-12-15 13:22:05,838 INFO    Thread-12 :48577 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/files/wandb-metadata.json
2023-12-15 13:22:05,839 INFO    Thread-12 :48577 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/files/output.log
2023-12-15 13:22:05,839 INFO    Thread-12 :48577 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_132204-nor5yue2/files/wandb-summary.json
2023-12-15 13:22:06,020 INFO    HandlerThread:48577 [interfaces.py:finish():202] Joined gpuapple monitor
2023-12-15 13:22:06,020 INFO    HandlerThread:48577 [interfaces.py:finish():202] Joined memory monitor
2023-12-15 13:22:06,020 INFO    HandlerThread:48577 [interfaces.py:finish():202] Joined network monitor
2023-12-15 13:22:06,020 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: defer
2023-12-15 13:22:06,020 INFO    SenderThread:48577 [sender.py:send_request_defer():609] handle sender defer: 2
2023-12-15 13:22:06,020 INFO    SenderThread:48577 [sender.py:transition_state():613] send defer: 3
2023-12-15 13:22:06,020 DEBUG   SenderThread:48577 [sender.py:send():380] send: telemetry
2023-12-15 13:22:06,020 DEBUG   SenderThread:48577 [sender.py:send():380] send: stats
2023-12-15 13:22:06,020 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: defer
2023-12-15 13:22:06,020 INFO    HandlerThread:48577 [handler.py:handle_request_defer():172] handle defer: 3
2023-12-15 13:22:06,020 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: defer
2023-12-15 13:22:06,020 INFO    SenderThread:48577 [sender.py:send_request_defer():609] handle sender defer: 3
2023-12-15 13:22:06,020 INFO    SenderThread:48577 [sender.py:transition_state():613] send defer: 4
2023-12-15 13:22:06,020 DEBUG   HandlerThread:48577 [handler.py:handle_request():146] handle_request: defer
2023-12-15 13:22:06,020 INFO    HandlerThread:48577 [handler.py:handle_request_defer():172] handle defer: 4
2023-12-15 13:22:06,020 DEBUG   SenderThread:48577 [sender.py:send_request():407] send_request: defer
2023-12-15 13:22:06,020 INFO    SenderThread:48577 [sender.py:send_request_defer():609] handle sender defer: 4
