39,453
15,21
32,37
33,36
26,30
25,32
12,25
5,19
22,35
21,37
13,17
6,11
15,23
7,19
3,6
20,22
12,18
29,34
14,15
0,7
5,21
23,36
1,8
7,12
18,21
25,36
16,33
3,8
12,20
14,17
20,33
22,30
9,12
14,26
23,29
1,10
13,21
24,30
16,26
18,23
14,19
5,16
29,38
12,31
10,15
8,27
10,24
19,27
7,16
29,31
1,5
10,17
27,33
2,13
11,25
30,38
33,37
15,34
26,34
8,13
2,6
19,22
15,27
3,7
20,23
4,15
23,28
14,25
17,18
19,24
3,9
34,36
27,30
6,10
18,27
21,26
5,20
22,36
27,32
11,15
28,31
6,12
21,28
8,12
0,8
11,17
13,20
6,14
7,13
24,29
18,22
9,13
0,10
19,23
11,19
17,35
28,35
32,35
16,18
4,7
14,20
5,17
31,36
34,35
17,37
37,28,9,36,10,19,3,24,37,28,33,33,32,10,32,3,15,5,18,9,37,10,29,14,11,32,16,38,28,26,15,18,19,24,22,32,34,31,12,28,12,26,12,5,19,26,8,34,19,31,19,21,31,19,15,28,2,38,4,15,33,3,27,33,38,37,22,17,26,34,23,18,19,28,38,11,7,11,12,37,18,38,37,38,8,34,3,28,38,7,23,18,36,2,28,35,24,14,22,9,29,21,10,14,25,13,3,8,20,31,11,14,22,28,1,3,0,7,5,36,30,17,8,30,2,35,32,35,4,25,14,13,37,11,5,27,11,2,5,14,28,0,22,36,20,15,36,26,17,29,20,33,9,30,36,11,34,32,23,30,37,2,32,6,16,27,6,18,28,11,33,1,31,7,3,32,9,15,10,33,14,29,1,2,4,33,8,4,1,37,23,14,11,1,2,21,29,30,38,16,9,10,30,8,8,18,27,28,12,3,11,5,17,23,20,8,3,5,36,3,2,10,14,24,32,38,9,13,34,32,38,38,11,2,4,14,20,24,19,26,31,28,33,25,36,17,13,29,26,28,1,25,32,22,0,4,16,3,32,25,36,18,7,38,18,38,5,0,8,22,6,16,10,25,4,10,36,33,4,31,17,17,21,4,12,38,5,5,14,5,1,22,12,23,22,4,2,31,22,4,18,11,11,25,32,9,15,36,30,16,1,6,35,33,36,13,3,21,23,10,21,2,23,14,30,8,12,23,1,9,0,7,22,15,27,10,22,14,10,14,36,18,17,22,11,4,32,21,8,28,18,33,32,33,1,16,19,3,29,16,10,24,7,22,0,18,2,23,13,16,38,29,6,14,0,11,25,24,21,32,13,9,24,33,33,10,19,9,5,10,22,22,21,37,3,3,22,30,35,36,6,36,21,21,19,35,21,11,21,18,0,2,15,23,13,6,15,0,38,29,6,11,12,2,13,36,2,37,33,31,12,7,32,19,24,20,25,13,14,24,3,3,19,6,29,16,34,3,13,3,37,19,32
0.05,0.1
