24,206
15,21
6,18
7,17
3,13
14,22
3,22
8,18
5,19
9,17
0,14
11,14
2,11
0,23
11,23
1,15
6,11
6,20
16,22
18,19
7,19
3,15
5,12
8,11
0,7
5,21
4,23
9,19
0,16
11,16
1,8
10,20
1,17
13,19
6,13
7,12
7,21
3,8
12,20
3,17
5,14
9,12
0,9
5,23
9,21
10,22
1,19
15,18
13,21
7,14
7,23
12,22
3,19
5,16
4,18
9,14
10,15
1,12
1,21
13,23
2,20
7,16
3,12
4,11
3,21
14,21
5,18
4,20
9,16
8,20
10,17
1,14
2,13
1,23
2,22
16,21
6,22
3,14
5,11
4,13
3,23
4,22
8,13
1,7
2,6
8,22
10,19
13,18
1,16
2,15
0,18
11,18
6,15
3,7
12,19
3,16
14,16
5,13
4,15
8,15
10,12
0,11
2,8
10,21
9,23
1,18
2,17
11,20
0,20
15,20
6,17
4,8
12,21
3,18
4,17
0,4
8,17
10,14
1,11
0,13
11,13
10,23
1,20
0,22
2,19
11,22
6,19
7,18
12,14
3,11
12,23
4,19
17,22
5,20
10,16
9,18
8,19
2,12
1,13
0,15
11,15
2,21
6,12
3,4
6,21
18,20
7,20
12,16
4,12
4,21
8,12
9,11
0,8
2,5
5,22
10,18
9,20
8,21
2,14
0,17
2,23
13,20
6,14
7,13
6,23
7,22
4,14
5,15
8,14
9,13
8,23
9,22
0,19
2,16
11,19
13,22
15,19
6,16
7,15
4,7
4,16
5,8
3,20
5,17
8,16
10,13
9,15
0,12
2,9
11,12
0,21
2,18
11,21
13,15
6,9
1,22
5,12,7,14,0,5,5,6,9,16,7,15,3,0,16,23,11,3,22,6,6,23,23,16,20,0,21,5,17,4,7,16,0,13,14,14,2,8,12,3,7,11,21,23,13,6,10,12,5,14,11,21,23,5,2,6,22,4,12,23,10,16,12,12,19,22,12,13,23,13,6,1,5,4,21,22,1,12,5,16,8,14,6,17,20,23,12,14,2,7,7,11,4,11,6,16,8,5,16,1,1,6,15,15,12,13,7,3,18,21,18,10,22,8,23,22,1,9,7,9,4,16,3,16,11,6,1,4,20,18,12,7,17,15,17,3,18,12,15,13,10,11,5,18,0,4,3,2,19,16,1,20,6,1,9,7,10,22,7,8,8,21,10,2,4,16,4,2,9,19,22,11,6,16,15,17,16,19,5,21,12,17,13,13,9,9,0,15,23,9,5,2,5,3,2,10,4,10,16,13,5,4,9,0,22,16
0.05,0.1
