11,214
0,1
0,7
0,4
0,10
4,9
3,7
2,10
3,10
7,9
5,10
6,10
0,5
0,8
3,5
2,8
4,10
3,8
5,8
7,10
6,8
8,10
0,9
0,6
2,9
4,5
2,6
3,9
1,10
4,8
7,8
10,9,4,6,0,10,10,7,8,1,3,10,4,6,5,5,3,10,9,10,1,4,6,4,0,9,1,4,10,7,6,8,9,7,9,7,9,10,8,0,10,10,10,8,5,2,0,0,2,0,9,3,3,2,7,7,4,7,9,9,10,5,6,2,1,5,4,3,8,4,0,5,3,4,1,10,5,1,8,1,8,4,8,5,5,5,1,8,3,8,1,0,9,3,4,9,6,8,5,2,0,5,6,7,9,8,9,7,8,6,7,6,1,0,8,5,1,4,3,8,7,7,4,1,7,5,2,3,8,9,1,9,2,10,9,10,6,5,2,8,7,3,6,0,1,5,0,5,10,10,6,1,6,2,2,6,0,6,6,1,4,8,6,8,4,6,7,9,7,3,5,0,9,7,8,9,2,1,7,5,7,0,5,9,3,1,8,7,5,2,3,7,6,0,3,6,6,6,2,4,3,10,0,1,7,6,10,6,6,1,8,9,0,8
0.05,0.08
