2023-12-08 14:33:26,232 INFO    StreamThr :3909 [internal.py:wandb_internal():86] W&B internal server running at pid: 3909, started at: 2023-12-08 14:33:26.231924
2023-12-08 14:33:26,233 DEBUG   HandlerThread:3909 [handler.py:handle_request():146] handle_request: status
2023-12-08 14:33:26,234 INFO    WriterThread:3909 [datastore.py:open_for_write():85] open: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_143326-q04kjwqn/run-q04kjwqn.wandb
2023-12-08 14:33:26,234 DEBUG   SenderThread:3909 [sender.py:send():380] send: header
2023-12-08 14:33:26,245 DEBUG   SenderThread:3909 [sender.py:send():380] send: run
2023-12-08 14:33:26,736 INFO    SenderThread:3909 [dir_watcher.py:__init__():211] watching files in: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_143326-q04kjwqn/files
2023-12-08 14:33:26,736 INFO    SenderThread:3909 [sender.py:_start_run_threads():1124] run started: q04kjwqn with start time 1702042406.2325
2023-12-08 14:33:26,745 DEBUG   HandlerThread:3909 [handler.py:handle_request():146] handle_request: check_version
2023-12-08 14:33:26,745 DEBUG   SenderThread:3909 [sender.py:send_request():407] send_request: check_version
2023-12-08 14:33:26,882 DEBUG   HandlerThread:3909 [handler.py:handle_request():146] handle_request: run_start
2023-12-08 14:33:26,887 DEBUG   HandlerThread:3909 [system_info.py:__init__():32] System info init
2023-12-08 14:33:26,887 DEBUG   HandlerThread:3909 [system_info.py:__init__():47] System info init done
2023-12-08 14:33:26,887 INFO    HandlerThread:3909 [system_monitor.py:start():194] Starting system monitor
2023-12-08 14:33:26,887 INFO    SystemMonitor:3909 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-08 14:33:26,887 INFO    HandlerThread:3909 [system_monitor.py:probe():214] Collecting system info
2023-12-08 14:33:26,888 INFO    SystemMonitor:3909 [interfaces.py:start():190] Started cpu monitoring
2023-12-08 14:33:26,888 INFO    SystemMonitor:3909 [interfaces.py:start():190] Started disk monitoring
2023-12-08 14:33:26,888 DEBUG   HandlerThread:3909 [system_info.py:probe():196] Probing system
2023-12-08 14:33:26,889 INFO    SystemMonitor:3909 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-08 14:33:26,891 INFO    SystemMonitor:3909 [interfaces.py:start():190] Started memory monitoring
2023-12-08 14:33:26,892 INFO    SystemMonitor:3909 [interfaces.py:start():190] Started network monitoring
2023-12-08 14:33:26,895 DEBUG   HandlerThread:3909 [system_info.py:_probe_git():181] Probing git
2023-12-08 14:33:26,909 DEBUG   HandlerThread:3909 [system_info.py:_probe_git():189] Probing git done
2023-12-08 14:33:26,909 DEBUG   HandlerThread:3909 [system_info.py:probe():244] Probing system done
2023-12-08 14:33:26,909 DEBUG   HandlerThread:3909 [system_monitor.py:probe():223] {'os': 'macOS-14.1.2-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-12-08T13:33:26.889786', 'startedAt': '2023-12-08T13:33:26.228808', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MrGreyPanda/NEM-MCMC-optimization', 'commit': '9b71532b6288eb3d42993bf1f4ec5b8b547b0531'}, 'email': 'simon.aaron.menzi@gmail.com', 'root': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython', 'host': 'MacBook-Pro-von-Simon.local', 'username': 'simonmenzi', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 9.218879699707031}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-12-08 14:33:26,909 INFO    HandlerThread:3909 [system_monitor.py:probe():224] Finished collecting system info
2023-12-08 14:33:26,909 INFO    HandlerThread:3909 [system_monitor.py:probe():227] Publishing system info
2023-12-08 14:33:26,909 DEBUG   HandlerThread:3909 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-08 14:33:26,909 DEBUG   HandlerThread:3909 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-08 14:33:26,910 INFO    HandlerThread:3909 [system_monitor.py:probe():229] Finished publishing system info
2023-12-08 14:33:26,912 DEBUG   SenderThread:3909 [sender.py:send():380] send: files
