16,164
6,12
4,9
5,7
8,12
0,8
11,14
10,15
7,10
3,9
4,8
12,15
8,11
0,7
1,5
10,14
11,13
2,10
6,13
7,12
4,7
3,11
5,8
0,9
8,10
9,15
2,9
2,12
7,11
0,8,15,5,6,2,4,12,2,11,2,6,5,12,10,4,12,15,0,2,7,3,12,5,9,2,6,3,15,9,13,0,10,5,11,11,3,2,12,9,13,1,11,6,11,13,8,1,15,5,15,12,10,7,4,9,14,1,13,4,11,0,5,0,1,12,11,5,3,11,1,13,6,9,1,12,7,9,11,13,5,0,6,3,6,14,11,13,13,6,9,9,9,6,6,14,3,10,15,12,4,2,14,5,5,7,11,9,15,1,6,9,7,5,7,10,8,0,11,11,6,15,5,12,8,11,12,13,6,13,7,9,6,0,6,11,15,14,0,4,11,9,9,6,4,12,11,5,10,5,2,0,14,7,14,11,12,4,7,8,10,12,1,13
0.05,0.1
