13,260
4,6
0,2
5,10
1,6
4,8
5,9
8,11
0,4
2,7
2,10
6,7
7,12
6,10
3,8
0,3
9,12
0,12
7,11
6,9
5,5,6,8,5,1,10,10,6,6,2,7,9,8,6,2,12,2,5,3,1,3,11,5,11,4,6,12,11,8,3,6,6,8,2,11,2,2,11,7,4,11,4,12,4,2,8,1,3,6,11,6,3,9,4,4,0,5,5,8,9,2,9,1,0,11,12,1,1,12,7,5,8,1,7,10,7,6,12,1,12,0,4,7,0,9,11,4,6,4,12,0,3,0,6,10,7,7,8,0,7,12,10,0,7,12,7,11,8,4,8,1,0,11,0,2,2,6,8,4,5,7,3,10,12,12,10,5,6,1,6,6,0,7,11,3,4,5,2,6,8,2,8,4,7,8,12,2,11,7,2,9,2,3,7,3,12,7,6,7,1,11,12,4,3,5,6,11,8,2,9,0,6,2,0,4,0,2,3,12,11,11,9,12,1,9,0,7,6,5,7,9,9,12,11,3,10,6,6,10,7,2,11,8,4,3,4,8,5,7,9,11,11,5,2,0,7,11,4,0,9,5,5,4,0,0,6,10,7,4,2,6,1,12,1,9,12,3,5,10,1,6,10,12,5,4,12,3,1,12,12,5,1,2,8,5,5,11,4,9
0.05,0.08
