2023-12-15 09:00:59,366 INFO    StreamThr :33019 [internal.py:wandb_internal():86] W&B internal server running at pid: 33019, started at: 2023-12-15 09:00:59.365462
2023-12-15 09:00:59,366 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: status
2023-12-15 09:00:59,368 INFO    WriterThread:33019 [datastore.py:open_for_write():85] open: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_090059-juq46lgl/run-juq46lgl.wandb
2023-12-15 09:00:59,368 DEBUG   SenderThread:33019 [sender.py:send():380] send: header
2023-12-15 09:00:59,378 DEBUG   SenderThread:33019 [sender.py:send():380] send: run
2023-12-15 09:00:59,920 INFO    SenderThread:33019 [dir_watcher.py:__init__():211] watching files in: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231215_090059-juq46lgl/files
2023-12-15 09:00:59,920 INFO    SenderThread:33019 [sender.py:_start_run_threads():1124] run started: juq46lgl with start time 1702627259.366732
2023-12-15 09:00:59,930 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: check_version
2023-12-15 09:00:59,930 DEBUG   SenderThread:33019 [sender.py:send_request():407] send_request: check_version
2023-12-15 09:01:00,048 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: run_start
2023-12-15 09:01:00,064 DEBUG   HandlerThread:33019 [system_info.py:__init__():32] System info init
2023-12-15 09:01:00,064 DEBUG   HandlerThread:33019 [system_info.py:__init__():47] System info init done
2023-12-15 09:01:00,064 INFO    HandlerThread:33019 [system_monitor.py:start():194] Starting system monitor
2023-12-15 09:01:00,064 INFO    SystemMonitor:33019 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-15 09:01:00,065 INFO    HandlerThread:33019 [system_monitor.py:probe():214] Collecting system info
2023-12-15 09:01:00,065 INFO    SystemMonitor:33019 [interfaces.py:start():190] Started cpu monitoring
2023-12-15 09:01:00,067 INFO    SystemMonitor:33019 [interfaces.py:start():190] Started disk monitoring
2023-12-15 09:01:00,067 DEBUG   HandlerThread:33019 [system_info.py:probe():196] Probing system
2023-12-15 09:01:00,067 INFO    SystemMonitor:33019 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-15 09:01:00,072 INFO    SystemMonitor:33019 [interfaces.py:start():190] Started memory monitoring
2023-12-15 09:01:00,072 INFO    SystemMonitor:33019 [interfaces.py:start():190] Started network monitoring
2023-12-15 09:01:00,077 DEBUG   HandlerThread:33019 [system_info.py:_probe_git():181] Probing git
2023-12-15 09:01:00,093 DEBUG   HandlerThread:33019 [system_info.py:_probe_git():189] Probing git done
2023-12-15 09:01:00,093 DEBUG   HandlerThread:33019 [system_info.py:probe():244] Probing system done
2023-12-15 09:01:00,093 DEBUG   HandlerThread:33019 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-12-15T08:01:00.070162', 'startedAt': '2023-12-15T08:00:59.362200', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MrGreyPanda/NEM-MCMC-optimization', 'commit': '312b152def3f95b45cce31c272b313f2d6fc0ed2'}, 'email': 'simon.aaron.menzi@gmail.com', 'root': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython', 'host': 'student-net-bs-0321.intern.ethz.ch', 'username': 'simonmenzi', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 9.428565979003906}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-12-15 09:01:00,093 INFO    HandlerThread:33019 [system_monitor.py:probe():224] Finished collecting system info
2023-12-15 09:01:00,093 INFO    HandlerThread:33019 [system_monitor.py:probe():227] Publishing system info
2023-12-15 09:01:00,093 DEBUG   HandlerThread:33019 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-15 09:01:00,093 DEBUG   HandlerThread:33019 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-15 09:01:00,094 INFO    HandlerThread:33019 [system_monitor.py:probe():229] Finished publishing system info
2023-12-15 09:01:00,096 DEBUG   SenderThread:33019 [sender.py:send():380] send: files
2023-12-15 09:01:00,096 INFO    SenderThread:33019 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-12-15 09:01:00,099 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: stop_status
2023-12-15 09:01:00,099 DEBUG   SenderThread:33019 [sender.py:send_request():407] send_request: stop_status
2023-12-15 09:01:00,100 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-15 09:01:00,287 DEBUG   SenderThread:33019 [sender.py:send():380] send: telemetry
2023-12-15 09:01:00,287 DEBUG   SenderThread:33019 [sender.py:send():380] send: exit
2023-12-15 09:01:00,287 INFO    SenderThread:33019 [sender.py:send_exit():585] handling exit code: 1
2023-12-15 09:01:00,288 INFO    SenderThread:33019 [sender.py:send_exit():587] handling runtime: 0
2023-12-15 09:01:00,288 INFO    SenderThread:33019 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-12-15 09:01:00,288 INFO    SenderThread:33019 [sender.py:send_exit():593] send defer
2023-12-15 09:01:00,288 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: defer
2023-12-15 09:01:00,288 INFO    HandlerThread:33019 [handler.py:handle_request_defer():172] handle defer: 0
2023-12-15 09:01:00,288 DEBUG   SenderThread:33019 [sender.py:send_request():407] send_request: defer
2023-12-15 09:01:00,288 INFO    SenderThread:33019 [sender.py:send_request_defer():609] handle sender defer: 0
2023-12-15 09:01:00,288 INFO    SenderThread:33019 [sender.py:transition_state():613] send defer: 1
2023-12-15 09:01:00,289 DEBUG   HandlerThread:33019 [handler.py:handle_request():146] handle_request: defer
2023-12-15 09:01:00,289 INFO    HandlerThread:33019 [handler.py:handle_request_defer():172] handle defer: 1
2023-12-15 09:01:00,289 DEBUG   SenderThread:33019 [sender.py:send_request():407] send_request: defer
2023-12-15 09:01:00,289 INFO    SenderThread:33019 [sender.py:send_request_defer():609] handle sender defer: 1
