28,267
15,21
6,18
7,17
7,26
18,26
3,13
5,10
12,25
0,5
3,22
14,22
5,19
17,21
0,14
9,17
2,11
9,26
0,23
11,23
1,15
10,27
13,26
15,23
1,24
6,20
7,19
16,22
3,15
12,27
0,7
3,24
14,24
5,21
4,23
0,16
9,19
1,8
10,20
13,19
15,16
1,17
6,13
1,26
15,25
2,25
16,24
7,21
20,24
3,17
14,17
5,14
0,9
14,26
3,26
5,23
4,25
9,21
1,10
8,25
10,22
13,21
1,19
7,14
2,27
16,26
7,23
3,10
6,27
20,26
21,25
12,22
3,19
14,19
5,16
4,18
5,25
4,27
8,27
10,24
1,21
13,23
2,20
7,16
3,12
12,24
3,21
14,21
5,18
4,20
9,16
1,5
8,20
10,17
13,16
1,14
2,13
10,26
1,23
11,25
2,22
0,25
16,21
6,22
12,17
3,14
22,27
4,13
12,26
3,23
4,22
1,22
2,6
17,25
10,19
8,22
1,16
2,15
13,18
0,18
1,25
11,27
25,26
2,24
0,27
16,23
15,27
6,24
20,23
4,6
12,19
3,16
5,13
3,25
14,25
4,24
0,11
17,27
8,24
10,21
9,23
19,24
2,17
1,18
11,20
0,20
2,26
6,17
6,26
20,25
7,25
18,25
12,21
3,18
4,17
4,26
8,17
10,14
0,13
2,10
5,27
10,23
9,25
8,26
2,19
19,26
1,20
11,22
0,22
6,10
13,25
15,22
6,19
4,10
21,26
7,27
4,19
0,6
5,20
8,19
10,16
1,13
0,15
2,12
10,25
9,27
0,24
2,21
11,24
13,27
15,24
6,21
7,20
4,12
4,21
0,8
5,22
17,24
10,18
8,21
0,17
2,14
0,26
2,23
11,26
15,17
6,14
1,27
15,26
6,23
16,25
7,22
4,14
5,15
8,14
14,27
5,24
17,26
0,10
9,22
8,23
2,16
3,27
0,19
13,22
15,19
6,16
6,25
16,27
18,24
7,24
4,16
5,8
3,20
17,19
5,17
10,13
9,15
0,12
2,9
5,26
19,25
9,24
0,21
2,18
13,24
20,23,25,4,2,15,25,14,7,9,13,17,27,26,11,10,1,13,15,13,13,25,26,26,25,7,21,24,21,13,7,1,11,22,0,0,3,18,15,4,14,3,20,18,1,6,7,27,7,5,8,0,19,25,2,24,22,3,8,10,0,12,27,14,4,25,13,26,6,8,0,4,24,0,0,11,10,0,17,9,16,13,19,12,14,10,24,19,9,18,27,16,7,5,9,21,12,13,22,22,25,10,19,4,27,9,14,6,17,13,12,1,11,19,22,21,17,22,9,19,20,22,19,2,24,25,25,21,6,17,20,8,19,16,6,6,8,5,1,22,16,16,24,12,0,2,20,18,10,10,1,20,14,12,1,9,8,13,20,24,26,25,18,15,8,7,9,21,24,10,20,16,8,2,13,8,0,16,4,7,7,5,11,13,12,10,3,13,6,0,6,5,5,3,25,0,19,16,19,5,6,17,5,16,19,4,22,14,13,3,11,15,1,25,14,19,22,22,14,11,20,27,0,7,0,25,27,8,26,18,24,2,24,11,15,3,13,1,0,15,23,10,20,16,0,7,26,19,16,6,24,6,6,11,27,24,27,12,8,18,20,16,18,8,9,5,6
0.05,0.1
