15,135
6,12
3,10
5,13
3,13
9,14
1,6
9,11
2,5
2,11
1,9
0,11
0,14
11,14
1,12
2,14
6,11
7,10
6,14
7,13
3,6
4,14
3,12
4,11
0,7
0,10
10,14
1,11
0,13
2,10
1,14
2,13
6,13
6,10
4,7
12,14
3,11
4,10
3,14
4,13
9,12
10,13
1,13
2,6
2,12
1,10
7,14
2,3,8,7,6,10,12,14,12,10,8,3,8,4,10,13,12,4,14,14,3,14,3,3,1,14,10,7,10,0,12,5,3,5,7,6,5,9,5,12,12,0,10,4,4,10,14,7,14,5,7,4,6,1,7,14,8,12,7,9,1,13,8,4,13,14,9,2,2,12,1,7,7,2,6,11,9,3,3,6,10,0,1,14,9,11,10,12,7,12,6,12,9,7,8,10,8,1,3,9,6,12,2,12,7,9,5,11,6,13,7,7,3,4,4,9,8,12,3,6,14,0,2,0,11,2,8,2,3,7,11,13,14,8,13
0.05,0.1
