18,185
6,15
3,7
3,16
5,13
4,15
3,13
5,10
8,15
2,17
1,15
6,11
3,9
4,17
3,15
8,11
9,10
0,16
11,16
1,11
0,13
11,13
1,8
2,10
6,13
3,11
3,8
3,17
10,16
1,13
11,15
2,12
1,10
7,14
6,12
12,16
4,12
3,10
5,16
9,14
1,6
0,17
2,14
1,12
7,16
4,14
3,12
4,11
9,16
5,15
9,13
1,5
2,16
2,13
6,16
7,15
4,7
4,16
3,14
5,11
4,13
8,16
10,13
8,13
2,9
1,16
2,15
17,9,13,16,2,3,2,14,10,6,15,0,6,17,15,12,6,17,9,6,11,7,3,9,17,5,16,14,3,7,9,10,17,14,8,15,8,15,12,11,4,9,6,0,15,10,1,13,13,12,16,9,9,8,13,8,7,0,6,7,17,9,7,13,1,13,3,17,3,7,5,9,8,9,13,13,8,3,17,3,8,8,14,0,15,12,14,16,17,9,7,17,17,1,0,17,11,0,7,5,5,4,16,12,10,15,2,5,14,17,2,5,16,12,6,7,6,9,1,8,11,9,1,14,9,4,11,3,17,9,3,4,10,3,4,16,4,16,12,8,7,4,17,17,6,11,10,9,11,1,7,0,6,2,15,15,0,14,0,0,8,7,8,0,5,11,7,3,11,2,5,5,6,2,5,0,13,13,4,12,16,12,10,14,13
0.05,0.1
