34,367
24,33
4,9
29,32
22,26
11,23
13,17
6,11
18,19
26,32
3,6
22,28
12,27
0,7
0,16
11,16
13,19
6,13
7,12
18,21
20,24
12,20
9,12
0,9
5,23
12,29
13,21
10,31
13,30
24,30
7,14
3,10
20,26
21,25
14,19
1,3
10,15
19,27
16,19
23,33
1,5
27,33
28,32
19,29
25,33
12,17
14,23
8,13
11,18
23,28
8,15
19,24
25,28
15,20
24,32
3,9
5,6
4,8
20,25
12,21
23,30
27,30
0,22
11,22
29,30
4,10
21,26
12,23
1,4
2,3
9,18
27,32
28,31
2,5
11,17
6,14
5,15
8,14
10,11
9,13
2,7
17,26
13,22
15,19
4,7
4,16
22,24
3,20
14,20
19,25
23,20,9,10,14,8,11,32,6,4,29,17,32,29,20,16,21,31,30,26,6,30,13,23,21,2,32,29,21,5,22,25,3,0,20,17,0,5,22,28,14,24,23,7,2,28,23,9,9,27,15,3,19,10,19,4,11,24,9,17,9,21,3,23,12,28,25,12,9,4,1,6,20,15,15,0,12,10,20,17,15,10,10,16,33,9,17,27,25,26,1,5,15,16,22,24,28,21,21,14,30,31,18,16,10,5,33,0,11,25,33,11,27,1,18,31,28,27,30,6,31,28,3,1,2,7,9,27,7,20,7,2,18,16,12,22,7,2,20,33,12,12,29,26,2,19,11,23,4,22,20,4,19,8,11,27,20,12,3,15,33,3,30,4,12,15,18,24,9,12,9,7,2,23,23,11,6,3,1,1,20,6,31,1,1,2,13,3,21,29,0,29,29,28,18,3,31,16,20,24,24,3,1,3,18,18,4,19,4,33,27,17,20,26,17,3,24,8,27,8,2,23,26,12,33,19,18,13,26,19,19,13,15,32,31,22,31,33,16,10,12,24,24,17,27,16,3,27,14,13,15,10,30,15,5,7,15,22,33,9,24,27,8,0,28,15,11,28,18,0,23,25,32,14,21,6,28,0,9,4,24,1,11,6,23,4,21,4,26,2,31,5,25,15,16,29,15,8,11,33,20,22,29,11,30,33,16,28,8,32,9,25,6,3,11,8,22,0,30,25,28,10,14,0,33,9,6,23,4,18,8,28,4,7,12,2,32,21,2,31,24,15,12,33,4,12,15,26,13,19,1,15,1,12,9,17,18,1,11,4,30,4,23,32,7,25,24
0.05,0.1
