2023-12-08 14:24:52,633 INFO    StreamThr :2555 [internal.py:wandb_internal():86] W&B internal server running at pid: 2555, started at: 2023-12-08 14:24:52.632822
2023-12-08 14:24:52,634 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: status
2023-12-08 14:24:52,634 INFO    WriterThread:2555 [datastore.py:open_for_write():85] open: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_142452-xzppuiw9/run-xzppuiw9.wandb
2023-12-08 14:24:52,635 DEBUG   SenderThread:2555 [sender.py:send():380] send: header
2023-12-08 14:24:52,645 DEBUG   SenderThread:2555 [sender.py:send():380] send: run
2023-12-08 14:24:53,065 INFO    SenderThread:2555 [dir_watcher.py:__init__():211] watching files in: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_142452-xzppuiw9/files
2023-12-08 14:24:53,065 INFO    SenderThread:2555 [sender.py:_start_run_threads():1124] run started: xzppuiw9 with start time 1702041892.63283
2023-12-08 14:24:53,075 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: check_version
2023-12-08 14:24:53,075 DEBUG   SenderThread:2555 [sender.py:send_request():407] send_request: check_version
2023-12-08 14:24:53,247 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: run_start
2023-12-08 14:24:53,253 DEBUG   HandlerThread:2555 [system_info.py:__init__():32] System info init
2023-12-08 14:24:53,253 DEBUG   HandlerThread:2555 [system_info.py:__init__():47] System info init done
2023-12-08 14:24:53,253 INFO    HandlerThread:2555 [system_monitor.py:start():194] Starting system monitor
2023-12-08 14:24:53,253 INFO    SystemMonitor:2555 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-08 14:24:53,253 INFO    HandlerThread:2555 [system_monitor.py:probe():214] Collecting system info
2023-12-08 14:24:53,254 DEBUG   HandlerThread:2555 [system_info.py:probe():196] Probing system
2023-12-08 14:24:53,254 INFO    SystemMonitor:2555 [interfaces.py:start():190] Started cpu monitoring
2023-12-08 14:24:53,256 INFO    SystemMonitor:2555 [interfaces.py:start():190] Started disk monitoring
2023-12-08 14:24:53,257 INFO    SystemMonitor:2555 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-08 14:24:53,259 INFO    SystemMonitor:2555 [interfaces.py:start():190] Started memory monitoring
2023-12-08 14:24:53,260 INFO    SystemMonitor:2555 [interfaces.py:start():190] Started network monitoring
2023-12-08 14:24:53,263 DEBUG   HandlerThread:2555 [system_info.py:_probe_git():181] Probing git
2023-12-08 14:24:53,277 DEBUG   HandlerThread:2555 [system_info.py:_probe_git():189] Probing git done
2023-12-08 14:24:53,277 DEBUG   HandlerThread:2555 [system_info.py:probe():244] Probing system done
2023-12-08 14:24:53,277 DEBUG   HandlerThread:2555 [system_monitor.py:probe():223] {'os': 'macOS-14.1.2-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-12-08T13:24:53.254647', 'startedAt': '2023-12-08T13:24:52.629727', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/MrGreyPanda/NEM-MCMC-optimization', 'commit': '9b71532b6288eb3d42993bf1f4ec5b8b547b0531'}, 'email': 'simon.aaron.menzi@gmail.com', 'root': '/Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython', 'host': 'MacBook-Pro-von-Simon.local', 'username': 'simonmenzi', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 9.218879699707031}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-12-08 14:24:53,277 INFO    HandlerThread:2555 [system_monitor.py:probe():224] Finished collecting system info
2023-12-08 14:24:53,277 INFO    HandlerThread:2555 [system_monitor.py:probe():227] Publishing system info
2023-12-08 14:24:53,277 DEBUG   HandlerThread:2555 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-08 14:24:53,278 DEBUG   HandlerThread:2555 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-08 14:24:53,278 INFO    HandlerThread:2555 [system_monitor.py:probe():229] Finished publishing system info
2023-12-08 14:24:53,280 DEBUG   SenderThread:2555 [sender.py:send():380] send: files
2023-12-08 14:24:53,280 INFO    SenderThread:2555 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-12-08 14:24:53,283 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: stop_status
2023-12-08 14:24:53,283 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-08 14:24:53,284 DEBUG   SenderThread:2555 [sender.py:send_request():407] send_request: stop_status
2023-12-08 14:24:53,517 DEBUG   SenderThread:2555 [sender.py:send():380] send: telemetry
2023-12-08 14:24:53,839 DEBUG   HandlerThread:2555 [handler.py:handle_request():146] handle_request: partial_history
2023-12-08 14:24:53,840 DEBUG   SenderThread:2555 [sender.py:send():380] send: history
2023-12-08 14:24:53,840 DEBUG   SenderThread:2555 [sender.py:send_request():407] send_request: summary_record
2023-12-08 14:24:53,840 INFO    SenderThread:2555 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-12-08 14:24:53,912 INFO    wandb-upload_0:2555 [upload_job.py:push():131] Uploaded file /var/folders/pk/6hljgbr11057fzl21z_9f67h0000gn/T/tmpv1aasmpnwandb/biqeksj4-wandb-metadata.json
2023-12-08 14:24:54,069 INFO    Thread-12 :2555 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_142452-xzppuiw9/files/requirements.txt
2023-12-08 14:24:54,070 INFO    Thread-12 :2555 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_142452-xzppuiw9/files/output.log
2023-12-08 14:24:54,070 INFO    Thread-12 :2555 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/simonmenzi/Documents/RW/7. Semester/Bachelor Thesis/MyNEMPython/wandb/run-20231208_142452-xzppuiw9/files/wandb-metadata.json
